"","model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
"6268"," Passat",2016,7792,"Manual",100000,"Diesel",0,76.3,1.6
"6269"," Passat",2011,4991,"Manual",117000,"Diesel",125,60.1,2
"6270"," Passat",2013,5495,"Manual",109020,"Diesel",30,64.2,1.6
"6271"," Passat",2016,9992,"Manual",93000,"Diesel",20,67.3,2
"6272"," Passat",2015,9291,"Manual",82000,"Diesel",20,67.3,2
"6273"," Passat",2015,7793,"Manual",106000,"Diesel",20,67.3,2
"6274"," Passat",2015,7292,"Manual",97000,"Diesel",20,68.9,1.6
"6275"," Passat",2016,9292,"Manual",104000,"Diesel",20,67.3,2
"6276"," Passat",2016,9291,"Manual",105000,"Diesel",20,67.3,2
"6277"," Passat",2015,5991,"Manual",134000,"Diesel",20,68.9,1.6
"6278"," Passat",2016,8482,"Manual",100000,"Diesel",20,68.9,1.6
"6279"," Passat",2015,7393,"Manual",132000,"Diesel",20,67.3,2
"6280"," Passat",2015,9291,"Manual",82000,"Diesel",20,67.3,2
"6281"," Passat",2014,5991,"Manual",110000,"Diesel",30,61.4,2
"6282"," Passat",2016,7492,"Manual",127000,"Diesel",20,67.3,2
"6283"," Passat",2015,7793,"Manual",106000,"Diesel",20,67.3,2
"6284"," Passat",2015,5991,"Manual",134000,"Diesel",20,68.9,1.6
"6285"," Passat",2015,7492,"Manual",140000,"Diesel",20,68.9,2
"6286"," Passat",2016,7793,"Manual",114000,"Diesel",20,67.3,2
"6287"," Passat",2015,5793,"Manual",130000,"Diesel",20,68.9,1.6
"6288"," Passat",2015,10492,"Manual",95000,"Diesel",20,67.3,2
"6289"," Passat",2016,7492,"Manual",127000,"Diesel",20,67.3,2
"6290"," Passat",2016,8793,"Manual",117000,"Diesel",20,67.3,2
"6291"," Passat",2017,9891,"Manual",122000,"Diesel",125,60.1,2
"6292"," Passat",2016,7792,"Manual",100000,"Diesel",0,76.3,1.6
"6293"," Passat",2016,9794,"Manual",109000,"Diesel",20,67.3,2
"6294"," Passat",2015,8492,"Manual",113000,"Diesel",20,68.9,2
"6295"," Passat",2016,7293,"Manual",119000,"Diesel",20,70.6,1.6
"6296"," Passat",2015,7393,"Manual",132000,"Diesel",20,67.3,2
"6297"," Passat",2014,5394,"Manual",134000,"Diesel",30,61.4,2
"6298"," Passat",2015,9970,"Automatic",61277,"Diesel",20,70.6,1.6
"6299"," Passat",2016,9440,"Manual",63970,"Diesel",20,68.9,1.6
"6300"," Passat",2014,5394,"Manual",134000,"Diesel",30,61.4,2
"6301"," Passat",2016,9791,"Automatic",98000,"Diesel",30,60.1,2
"6302"," Passat",2015,7393,"Manual",124000,"Diesel",20,67.3,2
"6303"," Passat",2016,9292,"Manual",104000,"Diesel",20,67.3,2
"6304"," Passat",2015,7493,"Manual",136000,"Diesel",20,67.3,1.6
"6305"," Passat",2016,10792,"Manual",91000,"Diesel",20,67.3,2
"6306"," Passat",2016,10997,"Automatic",74182,"Diesel",125,60.1,2
"6307"," Passat",2017,12821,"Manual",28737,"Diesel",145,68.9,2
"6308"," Passat",2018,17499,"Automatic",3681,"Petrol",145,41.5,1.5
"6309"," Passat",2019,18199,"Automatic",6751,"Petrol",145,41.5,1.5
"6310"," Passat",2019,18199,"Automatic",4227,"Petrol",145,41.5,1.5
"6311"," Passat",2017,10299,"Manual",75551,"Diesel",20,67.3,2
"6312"," Passat",2015,8049,"Manual",82934,"Diesel",20,68.9,2
"6313"," Passat",2016,14199,"Manual",31433,"Diesel",20,67.3,2
"6314"," Passat",2018,25999,"Automatic",32656,"Hybrid",135,166,1.4
"6315"," Passat",2018,18750,"Automatic",13535,"Petrol",145,44.8,2
"6316"," Passat",2016,13999,"Automatic",34683,"Diesel",30,60.1,2
"6317"," Passat",2016,12599,"Manual",36986,"Diesel",20,67.3,2
"6318"," Passat",2016,10998,"Manual",56597,"Diesel",20,67.3,2
"6319"," Passat",2019,17699,"Automatic",5196,"Petrol",145,41.5,1.5
"6320"," Passat",2015,10495,"Automatic",53643,"Diesel",20,70.6,1.6
"6321"," Passat",2017,14199,"Automatic",20468,"Diesel",30,62.8,2
"6322"," Passat",2016,15299,"Automatic",28179,"Diesel",125,60.1,2
"6323"," Passat",2010,1495,"Manual",168000,"Diesel",125,60.1,2
"6324"," Passat",2019,29795,"Automatic",100,"Petrol",150,33.2,2
"6325"," Passat",2016,9528,"Manual",53091,"Diesel",20,70.6,1.6
"6326"," Passat",2020,32990,"Automatic",300,"Petrol",145,33.2,2
"6327"," Passat",2020,27490,"Manual",972,"Diesel",145,57.7,2
"6328"," Passat",2015,12048,"Manual",52894,"Diesel",20,67.3,2
"6329"," Passat",2019,22941,"Automatic",3433,"Diesel",145,47.9,2
"6330"," Passat",2016,9295,"Automatic",99160,"Diesel",30,60.1,2
"6331"," Passat",2016,9195,"Manual",101570,"Diesel",20,68.9,2
"6332"," Passat",2016,9699,"Manual",94257,"Diesel",20,67.3,2
"6333"," Passat",2015,9000,"Manual",100890,"Diesel",20,67.3,2
"6334"," Passat",2015,9500,"Manual",90460,"Diesel",20,67.3,2
"6335"," Passat",2017,9000,"Manual",96040,"Diesel",20,67.3,2
"6336"," Passat",2016,13000,"Automatic",36111,"Diesel",30,62.8,2
"6337"," Passat",2015,9700,"Semi-Auto",53485,"Diesel",30,62.8,2
"6338"," Passat",2015,9000,"Manual",64605,"Diesel",20,67.3,2
"6339"," Passat",2018,15900,"Manual",29645,"Diesel",150,67.3,2
"6340"," Passat",2018,17300,"Semi-Auto",44416,"Diesel",145,60.1,2
"6341"," Passat",2017,13995,"Manual",23895,"Diesel",20,67.3,2
"6342"," Passat",2015,12600,"Semi-Auto",16200,"Diesel",20,70.6,1.6
"6343"," Passat",2015,9450,"Manual",46630,"Diesel",20,68.9,1.6
"6344"," Passat",2016,11300,"Manual",47839,"Diesel",20,68.9,2
"6345"," Passat",2016,13000,"Automatic",71150,"Diesel",125,60.1,2
"6346"," Passat",2017,16700,"Manual",17741,"Petrol",145,52.3,1.4
"6347"," Passat",2015,12600,"Manual",53265,"Diesel",20,67.3,2
"6348"," Passat",2018,17000,"Manual",18169,"Petrol",145,56.5,0
"6349"," Passat",2015,14500,"Manual",24220,"Diesel",20,68.9,2
"6350"," Passat",2016,12300,"Manual",31451,"Diesel",20,68.9,2
"6351"," Passat",2018,25000,"Automatic",8848,"Hybrid",135,166,1.4
"6352"," Passat",2017,16000,"Manual",13593,"Diesel",150,68.9,0
"6353"," Passat",2015,10600,"Manual",36245,"Diesel",20,70.6,1.6
"6354"," Passat",2016,15300,"Automatic",28520,"Diesel",30,61.4,2
"6355"," Passat",2018,19500,"Automatic",22283,"Petrol",145,48.7,0
"6356"," Passat",2015,12000,"Automatic",29669,"Diesel",30,60.1,2
"6357"," Passat",2019,18500,"Automatic",11993,"Petrol",145,41.5,0
"6358"," Passat",2018,13989,"Automatic",35063,"Diesel",145,70.6,1.6
"6359"," Passat",2018,12529,"Manual",37872,"Petrol",145,53.3,1.4
"6360"," Passat",2016,11499,"Manual",66904,"Diesel",20,67.3,2
"6361"," Passat",2018,13499,"Automatic",37858,"Diesel",145,70.6,1.6
"6362"," Passat",2016,10499,"Automatic",64535,"Diesel",30,60.1,2
"6363"," Passat",2016,9295,"Manual",102130,"Diesel",20,68.9,2
"6364"," Passat",2014,9500,"Manual",48000,"Diesel",30,61.4,2
"6365"," Passat",2019,25998,"Automatic",7424,"Diesel",145,48.7,2
"6366"," Passat",2015,9600,"Manual",40500,"Diesel",20,70.6,1.6
"6367"," Passat",2017,16495,"Manual",21534,"Petrol",145,55.4,1.4
"6368"," Passat",2015,11995,"Manual",30520,"Diesel",20,68.9,2
"6369"," Passat",2010,5995,"Manual",75374,"Diesel",160,50.4,2
"6370"," Passat",2015,9375,"Manual",53609,"Diesel",20,68.9,1.6
"6371"," Passat",2018,12850,"Manual",33017,"Diesel",150,68.9,1.6
"6372"," Passat",2016,11799,"Manual",41182,"Diesel",20,68.9,2
"6373"," Passat",2016,10839,"Manual",50915,"Diesel",20,68.9,2
"6374"," Passat",2015,8396,"Manual",65800,"Diesel",20,70.6,1.6
"6375"," Passat",2015,9799,"Manual",45758,"Diesel",20,68.9,2
"6376"," Passat",2015,9750,"Manual",30140,"Diesel",20,70.6,1.6
"6377"," Passat",2019,18199,"Automatic",6345,"Petrol",145,41.5,1.5
"6378"," Passat",2019,18199,"Automatic",2753,"Petrol",145,41.5,1.5
"6379"," Passat",2015,10799,"Manual",26588,"Diesel",20,68.9,2
"6380"," Passat",2018,17699,"Automatic",422,"Petrol",145,41.5,1.5
"6381"," Passat",2018,19299,"Automatic",6993,"Petrol",145,44.8,2
"6382"," Passat",2019,18199,"Automatic",7319,"Petrol",145,41.5,1.5
"6383"," Passat",2016,13699,"Manual",18958,"Diesel",20,68.9,2
"6384"," Passat",2015,9399,"Manual",72129,"Diesel",20,67.3,2
"6385"," Passat",2014,9999,"Automatic",25092,"Diesel",145,54.3,2
"6386"," Passat",2016,9750,"Manual",55500,"Diesel",20,68.9,1.6
"6387"," Passat",2015,8450,"Manual",85060,"Diesel",20,67.3,2
"6388"," Passat",2016,15366,"Manual",24399,"Diesel",20,68.9,2
"6389"," Passat",2015,8991,"Manual",68922,"Diesel",20,68.9,1.6
"6390"," Passat",2016,11655,"Manual",63364,"Diesel",20,68.9,2
"6391"," Passat",2016,10989,"Manual",58256,"Diesel",20,68.9,2
"6392"," Passat",2019,16950,"Manual",14500,"Diesel",150,51.4,2
"6393"," Passat",2017,9950,"Manual",71924,"Diesel",20,67.3,2
"6394"," Passat",2015,8799,"Manual",63191,"Diesel",20,68.9,2
"6395"," Passat",2020,25950,"Automatic",1000,"Diesel",145,52.3,2
"6396"," Passat",2015,8999,"Manual",82354,"Diesel",20,67.3,2
"6397"," Passat",2019,24950,"Manual",2000,"Petrol",145,45.6,1.5
"6398"," Passat",2015,9295,"Manual",95450,"Diesel",20,68.9,2
"6399"," Passat",2016,8000,"Manual",93620,"Diesel",20,68.9,1.6
"6400"," Passat",2016,8500,"Manual",76350,"Diesel",0,76.3,1.6
"6401"," Passat",2016,9795,"Manual",97060,"Diesel",20,67.3,2
"6402"," Passat",2016,10195,"Manual",94100,"Diesel",20,68.9,2
"6403"," Passat",2016,8695,"Manual",86550,"Diesel",20,68.9,2
"6404"," Passat",2015,6295,"Manual",123200,"Diesel",20,68.9,1.6
"6405"," Passat",2020,22480,"Manual",2576,"Petrol",145,45.6,1.5
"6406"," Passat",2016,13450,"Automatic",21186,"Diesel",30,62.8,2
"6407"," Passat",2015,7795,"Manual",134540,"Diesel",20,67.3,2
"6408"," Passat",2017,14990,"Automatic",24294,"Diesel",145,62.8,2
"6409"," Passat",2015,8000,"Manual",79790,"Diesel",0,76.3,1.6
"6410"," Passat",2016,8000,"Manual",105070,"Diesel",20,68.9,1.6
"6411"," Passat",2015,6500,"Automatic",138570,"Diesel",20,70.6,1.6
"6412"," Passat",2016,8000,"Manual",101370,"Diesel",20,70.6,1.6
"6413"," Passat",2019,25960,"Automatic",5309,"Diesel",145,48.7,2
"6414"," Passat",2017,14690,"Manual",23600,"Diesel",150,68.9,2
"6415"," Passat",2019,13983,"Manual",11729,"Diesel",150,51.4,2
"6416"," Passat",2019,18990,"Manual",7629,"Petrol",145,44.1,1.5
"6417"," Passat",2009,4495,"Manual",53556,"Diesel",160,50.4,2
"6418"," Passat",2007,2495,"Manual",99000,"Diesel",200,45.6,2
"6419"," Passat",2007,2250,"Manual",113000,"Diesel",200,47.1,2
"6420"," Passat",2010,3495,"Manual",104690,"Diesel",125,58.9,2
"6421"," Passat",2020,31790,"Manual",1000,"Diesel",145,57.7,2
"6422"," Passat",2017,14490,"Automatic",37758,"Diesel",145,60.1,2
"6423"," Passat",2019,20290,"Manual",6269,"Diesel",145,57.7,2
"6424"," Passat",2016,15990,"Automatic",32555,"Diesel",30,61.4,2
"6425"," Passat",2020,24496,"Automatic",1005,"Diesel",145,53.3,2
"6426"," Passat",2016,11990,"Manual",35895,"Diesel",20,70.6,1.6
"6427"," Passat",2020,25490,"Automatic",478,"Petrol",145,42.8,1.5
"6428"," Passat",2020,25990,"Manual",1016,"Diesel",145,57.7,2
"6429"," Passat",2019,28890,"Automatic",10249,"Hybrid",135,43.5,1.4
"6430"," Passat",2016,17490,"Automatic",29000,"Diesel",125,60.1,2
"6431"," Passat",2008,3275,"Manual",126000,"Petrol",265,37.2,1.8
"6432"," Passat",2019,22490,"Manual",1794,"Petrol",145,45.6,1.5
"6433"," Passat",2019,22490,"Manual",6232,"Petrol",145,45.6,1.5
"6434"," Passat",2007,2595,"Manual",136764,"Diesel",235,44.1,2
"6435"," Passat",2014,7750,"Manual",57970,"Diesel",30,61.4,2
"6436"," Passat",2016,11699,"Automatic",46518,"Diesel",30,62.8,2
"6437"," Passat",2017,12599,"Manual",43756,"Diesel",145,68.9,2
"6438"," Passat",2009,2995,"Manual",90000,"Diesel",200,47.1,2
"6439"," Passat",2016,10399,"Manual",48918,"Diesel",20,70.6,1.6
"6440"," Passat",2016,9233,"Manual",82128,"Diesel",20,68.9,2
"6441"," Passat",2016,7650,"Manual",86500,"Diesel",20,68.9,2
"6442"," Passat",2015,10799,"Manual",49913,"Diesel",20,67.3,1.6
"6443"," Passat",2016,10899,"Manual",54441,"Diesel",20,68.9,2
"6444"," Passat",2017,11999,"Automatic",63336,"Diesel",145,62.8,2
"6445"," Passat",2018,20500,"Automatic",38899,"Hybrid",135,166,1.4
"6446"," Passat",2016,11399,"Manual",28426,"Diesel",0,76.3,1.6
"6447"," Passat",2017,12000,"Automatic",46679,"Diesel",30,62.8,2
"6448"," Passat",2016,11999,"Manual",41792,"Diesel",20,67.3,2
"6449"," Passat",2015,9299,"Manual",69629,"Diesel",20,67.3,2
"6450"," Passat",2013,6990,"Manual",75000,"Diesel",30,61.4,2
"6451"," Passat",2016,10499,"Manual",50415,"Diesel",20,70.6,1.6
"6452"," Passat",2015,7975,"Manual",79000,"Diesel",20,68.9,1.6
"6453"," Passat",2014,8199,"Manual",54387,"Diesel",30,64.2,1.6
"6454"," Passat",2019,19280,"Automatic",12804,"Petrol",145,41.5,1.5
"6455"," Passat",2016,10995,"Manual",54000,"Diesel",20,67.3,2
"6456"," Passat",2019,18490,"Automatic",16318,"Petrol",150,40.4,1.5
"6457"," Passat",2019,21000,"Manual",6526,"Petrol",145,45.6,1.5
"6458"," Passat",2013,7599,"Automatic",69436,"Diesel",145,54.3,2
"6459"," Passat",2015,8995,"Manual",73000,"Diesel",20,68.9,2
"6460"," Passat",2014,7875,"Manual",75000,"Diesel",30,61.4,2
"6461"," Passat",2012,5975,"Manual",79000,"Diesel",30,64.2,1.6
"6462"," Passat",2017,12899,"Automatic",36656,"Diesel",145,62.8,2
"6463"," Passat",2016,10799,"Manual",77857,"Diesel",20,68.9,2
"6464"," Passat",2019,22990,"Automatic",12180,"Petrol",145,39.2,1.5
"6465"," Passat",2018,18999,"Automatic",4429,"Petrol",145,48.7,1.8
"6466"," Passat",2015,8599,"Manual",57552,"Diesel",20,70.6,1.6
"6467"," Passat",2015,8869,"Manual",52087,"Diesel",20,70.6,1.6
"6468"," Passat",2017,12379,"Automatic",53505,"Diesel",145,62.8,2
"6469"," Passat",2015,9999,"Manual",61620,"Diesel",20,68.9,2
"6470"," Passat",2013,5495,"Automatic",99000,"Diesel",140,54.3,2
"6471"," Passat",2018,17599,"Automatic",4166,"Petrol",145,41.5,1.5
"6472"," Passat",2018,17490,"Manual",7000,"Diesel",150,51.4,2
"6473"," Passat",2014,9995,"Automatic",91000,"Diesel",190,47.9,2
"6474"," Passat",2016,8999,"Manual",81854,"Diesel",20,68.9,1.6
"6475"," Passat",2016,8999,"Manual",81484,"Diesel",20,68.9,1.6
"6476"," Passat",2012,5990,"Manual",63000,"Diesel",30,61.4,2
"6477"," Passat",2017,18000,"Automatic",26809,"Diesel",150,67.3,2
"6478"," Passat",2015,7395,"Manual",93220,"Diesel",20,70.6,1.6
"6479"," Passat",2017,11999,"Manual",50420,"Diesel",150,67.3,2
"6480"," Passat",2015,8000,"Manual",86840,"Diesel",20,68.9,1.6
"6481"," Passat",2016,8795,"Manual",79690,"Diesel",20,68.9,2
"6482"," Passat",2017,14670,"Automatic",26032,"Diesel",30,62.8,2
"6483"," Passat",2016,13495,"Automatic",36797,"Diesel",30,60.1,2
"6484"," Passat",2016,9495,"Manual",74784,"Diesel",20,68.9,2
"6485"," Passat",2017,11000,"Manual",73127,"Diesel",20,67.3,2
"6486"," Passat",2020,27489,"Manual",5000,"Petrol",145,43.5,1.5
"6487"," Passat",2019,20989,"Automatic",14500,"Other",150,49.6,2
"6488"," Passat",2019,19889,"Automatic",16202,"Other",150,40.4,1.5
"6489"," Passat",2019,22889,"Manual",5000,"Other",145,45.6,1.5
"6490"," Passat",2016,13599,"Automatic",42010,"Other",30,62.8,2
"6491"," Passat",2019,22769,"Automatic",6534,"Other",145,39.2,1.5
"6492"," Passat",2019,18989,"Manual",5919,"Petrol",145,45.6,1.5
"6493"," Passat",2019,20000,"Automatic",15595,"Petrol",145,41.5,1.5
"6494"," Passat",2016,12000,"Manual",52424,"Diesel",20,68.9,2
"6495"," Passat",2017,14000,"Automatic",31217,"Diesel",145,62.8,2
"6496"," Passat",2016,10500,"Manual",43699,"Diesel",0,76.3,1.6
"6497"," Passat",2017,16340,"Automatic",6000,"Diesel",140,61.4,2
"6498"," Passat",2017,9200,"Manual",87241,"Diesel",145,68.9,2
"6499"," Passat",2015,13600,"Automatic",26944,"Diesel",30,62.8,2
"6500"," Passat",2016,9200,"Manual",78374,"Diesel",20,67.3,2
"6501"," Passat",2016,11600,"Automatic",43382,"Diesel",20,70.6,1.6
"6502"," Passat",2017,12600,"Automatic",33981,"Diesel",145,62.8,2
"6503"," Passat",2011,6995,"Manual",77700,"Diesel",30,61.4,2
"6504"," Passat",2016,13450,"Manual",35761,"Diesel",20,67.3,2
"6505"," Passat",2015,10200,"Automatic",40921,"Diesel",20,70.6,1.6
"6506"," Passat",2015,10000,"Automatic",39097,"Diesel",30,62.8,2
"6507"," Passat",2017,9800,"Manual",71859,"Diesel",20,68.9,2
"6508"," Passat",2017,16800,"Automatic",29499,"Diesel",125,57.6,2
"6509"," Passat",2012,5650,"Manual",73298,"Diesel",30,64.2,1.6
"6510"," Passat",2019,29995,"Automatic",3200,"Other",135,41.5,1.4
"6511"," Passat",2015,11995,"Automatic",53000,"Diesel",20,70.6,1.6
"12124"," Up",2020,10791,"Manual",4242,"Petrol",145,54.3,1
"12125"," Up",2019,10493,"Manual",5425,"Petrol",145,54.3,1
"12126"," Up",2016,6495,"Automatic",41088,"Petrol",20,64.2,1
"12127"," Up",2019,9493,"Manual",4525,"Petrol",145,54.3,1
"12128"," Up",2014,5695,"Manual",27864,"Petrol",20,62.8,1
"12129"," Up",2013,4495,"Manual",52524,"Petrol",20,62.8,1
"12130"," Up",2019,9890,"Manual",254,"Petrol",145,54.3,1
"12131"," Up",2016,6080,"Manual",37000,"Petrol",20,62.8,1
"12132"," Up",2015,6290,"Manual",37500,"Petrol",20,62.8,1
"12133"," Up",2020,11990,"Manual",100,"Petrol",145,50.4,1
"12134"," Up",2014,5998,"Manual",42531,"Petrol",20,60.1,1
"12135"," Up",2016,8695,"Manual",17000,"Petrol",0,67.3,1
"12136"," Up",2020,12695,"Manual",10,"Petrol",145,51.4,1
"12137"," Up",2017,7695,"Manual",34000,"Petrol",20,64.2,1
"12138"," Up",2019,11995,"Manual",1224,"Petrol",145,54.3,1
"12139"," Up",2019,11995,"Manual",774,"Petrol",145,64.2,1
"12140"," Up",2018,11995,"Manual",12000,"Petrol",145,50.4,1
"12141"," Up",2019,9995,"Manual",100,"Petrol",145,62.8,1
"12142"," Up",2017,7995,"Manual",22340,"Petrol",150,64.2,1
"12143"," Up",2016,7498,"Manual",12751,"Petrol",20,64.2,1
"12144"," Up",2019,9885,"Manual",10,"Petrol",145,54.3,1
"12145"," Up",2014,4200,"Manual",54619,"Petrol",20,62.8,1
"12146"," Up",2014,4495,"Manual",28928,"Petrol",20,62.8,1
"12147"," Up",2016,5995,"Manual",36429,"Petrol",20,62.8,1
"12148"," Up",2015,5698,"Manual",42870,"Petrol",20,62.8,1
"12149"," Up",2018,11790,"Manual",22417,"Petrol",145,50.4,1
"12150"," Up",2019,10290,"Manual",5000,"Petrol",145,54.3,1
"12151"," Up",2017,6990,"Manual",21483,"Petrol",20,64.2,1
"12152"," Up",2019,12490,"Semi-Auto",4500,"Petrol",145,52.3,1
"12153"," Up",2013,5990,"Manual",29986,"Petrol",20,60.1,1
"12154"," Up",2020,11690,"Manual",2500,"Petrol",145,51.4,1
"12155"," Up",2018,7990,"Manual",1171,"Petrol",145,54.3,1
"12156"," Up",2015,5885,"Manual",42381,"Petrol",20,62.8,1
"12157"," Up",2013,6295,"Manual",11368,"Petrol",20,60.1,1
"12158"," Up",2018,7777,"Manual",19411,"Petrol",145,64.2,1
"12159"," Up",2015,6298,"Manual",35653,"Petrol",20,60.1,1
"12160"," Up",2016,6898,"Manual",26902,"Petrol",20,64.2,1
"12161"," Up",2019,9498,"Manual",10,"Petrol",150,54.3,1
"12162"," Up",2015,5298,"Manual",21695,"Petrol",20,62.8,1
"12163"," Up",2018,9495,"Manual",12146,"Petrol",145,60.1,1
"12164"," Up",2018,8495,"Manual",6122,"Petrol",150,68.9,1
"12165"," Up",2016,6295,"Manual",8508,"Petrol",20,62.8,1
"12166"," Up",2017,6562,"Manual",42998,"Petrol",145,64.2,1
"12167"," Up",2017,7495,"Manual",11124,"Petrol",20,64.2,1
"12168"," Up",2017,6999,"Manual",14000,"Petrol",145,64.2,1
"12169"," Up",2017,8495,"Manual",29540,"Petrol",20,60.1,1
"12170"," Up",2019,9495,"Manual",3851,"Petrol",145,54.3,1
"12171"," Up",2017,7495,"Manual",11124,"Petrol",20,64.2,1
"12172"," Up",2018,9495,"Manual",12146,"Petrol",145,60.1,1
"12173"," Up",2017,8495,"Manual",29540,"Petrol",20,60.1,1
"12174"," Up",2017,7499,"Manual",14032,"Petrol",20,64.2,1
"12175"," Up",2019,9895,"Manual",3074,"Petrol",145,54.3,1
"12176"," Up",2017,7295,"Manual",14163,"Petrol",145,64.2,1
"12177"," Up",2019,9495,"Manual",100,"Petrol",145,54.3,1
"12178"," Up",2016,7995,"Manual",21462,"Petrol",20,64.2,1
"12179"," Up",2020,10990,"Manual",10,"Petrol",150,51.4,1
"12180"," Up",2019,9495,"Manual",3851,"Petrol",145,54.3,1
"12181"," Up",2019,9895,"Manual",3074,"Petrol",145,54.3,1
"12182"," Up",2016,7995,"Manual",21462,"Petrol",20,64.2,1
"12183"," Up",2015,5298,"Manual",54005,"Petrol",20,60.1,1
"12184"," Up",2016,6777,"Manual",27751,"Petrol",20,64.2,1
"12185"," Up",2015,6298,"Manual",19367,"Petrol",20,62.8,1
"12186"," Up",2016,6495,"Manual",12600,"Petrol",20,62.8,1
"12187"," Up",2016,6495,"Manual",15769,"Petrol",20,64.2,1
"12188"," Up",2016,6495,"Manual",12600,"Petrol",20,62.8,1
"12189"," Up",2019,10698,"Manual",12,"Petrol",145,54.3,1
"12190"," Up",2016,5998,"Manual",23164,"Petrol",20,62.8,1
"12191"," Up",2016,4698,"Manual",77832,"Petrol",20,62.8,1
"12192"," Up",2013,4298,"Manual",65497,"Petrol",20,62.8,1
"12193"," Up",2017,6998,"Manual",22981,"Petrol",20,62.8,1
"12194"," Up",2018,7950,"Manual",698,"Petrol",145,68.9,1
"12195"," Up",2016,6498,"Manual",17007,"Petrol",20,62.8,1
"12196"," Up",2017,7040,"Manual",36596,"Petrol",20,64.2,1
"12197"," Up",2015,6118,"Manual",16700,"Petrol",20,62.8,1
"12198"," Up",2014,6495,"Manual",26000,"Petrol",20,60.1,1
"12199"," Up",2013,5495,"Manual",42346,"Petrol",0,67.3,1
"12200"," Up",2016,6795,"Manual",30074,"Petrol",20,62.8,1
"12201"," Up",2014,5498,"Manual",39472,"Petrol",20,60.1,1
"12202"," Up",2015,6370,"Manual",20514,"Petrol",20,62.8,1
"12203"," Up",2013,6640,"Manual",28310,"Petrol",20,60.1,1
"12204"," Up",2014,5641,"Manual",26679,"Petrol",20,62.8,1
"12205"," Up",2017,8998,"Manual",14570,"Petrol",145,64.2,1
"12206"," Up",2017,6898,"Manual",15182,"Petrol",20,64.2,1
"12207"," Up",2013,4298,"Manual",40688,"Petrol",20,62.8,1
"12208"," Up",2015,5091,"Manual",40611,"Petrol",20,62.8,1
"12209"," Up",2017,7298,"Manual",26103,"Petrol",20,64.2,1
"12210"," Up",2017,6998,"Manual",26437,"Petrol",20,64.2,1
"12211"," Up",2017,9489,"Manual",5503,"Petrol",145,64.2,1
"12212"," Up",2019,10489,"Manual",2800,"Petrol",145,54.3,1
"12213"," Up",2020,10125,"Manual",15,"Petrol",145,54.3,1
"12214"," Up",2020,10950,"Manual",15,"Petrol",145,54.3,1
"12215"," Up",2020,11989,"Manual",2800,"Petrol",145,54.3,1
"12216"," Up",2018,8489,"Manual",13524,"Petrol",145,64.2,1
"12217"," Up",2018,8989,"Manual",18052,"Petrol",145,64.2,1
"12218"," Up",2016,6489,"Manual",29388,"Petrol",20,64.2,1
"12219"," Up",2016,5900,"Manual",25847,"Petrol",20,62.8,1
"12220"," Up",2015,6650,"Manual",15300,"Petrol",20,60.1,1
"12221"," Up",2016,5495,"Manual",53069,"Petrol",20,61.4,1
"12222"," Up",2014,5460,"Manual",36313,"Petrol",20,60.1,1
"12223"," Up",2018,8995,"Manual",7330,"Petrol",145,64.2,1
"12224"," Up",2016,6298,"Manual",42835,"Petrol",20,61.4,1
"12225"," Up",2016,7998,"Manual",27128,"Petrol",20,64.2,1
"12226"," Up",2015,4998,"Manual",46321,"Petrol",20,62.8,1
"12227"," Up",2017,6390,"Manual",44539,"Petrol",20,64.2,1
"12228"," Up",2017,7498,"Manual",29948,"Petrol",20,64.2,1
"12229"," Up",2014,4298,"Manual",44049,"Petrol",20,62.8,1
"12230"," Up",2014,6991,"Manual",26000,"Petrol",20,60.1,1
"12231"," Up",2017,6991,"Manual",30000,"Petrol",145,64.2,1
"12232"," Up",2018,7450,"Manual",9100,"Petrol",150,64.2,1
"12233"," Up",2019,10950,"Manual",10,"Petrol",145,54.3,1
"12234"," Up",2017,7250,"Manual",18500,"Petrol",145,64.2,1
"12235"," Up",2018,7750,"Manual",16500,"Petrol",145,64.2,1
"12236"," Up",2017,6750,"Manual",42000,"Petrol",20,60.1,1
"12237"," Up",2020,9950,"Manual",1000,"Petrol",145,54.3,1
"12238"," Up",2020,10500,"Manual",1000,"Petrol",145,54.3,1
"12239"," Up",2020,10500,"Manual",1000,"Petrol",145,54.3,1
"12240"," Up",2020,10450,"Manual",1000,"Petrol",145,54.3,1
"12241"," Up",2019,8950,"Manual",4048,"Petrol",145,54.3,1
"12242"," Up",2019,9950,"Manual",1000,"Petrol",145,54.3,1
"12243"," Up",2020,12010,"Manual",99,"Petrol",145,51.4,1
"12244"," Up",2016,6995,"Manual",19539,"Petrol",20,62.8,1
"12245"," Up",2019,8580,"Manual",9999,"Petrol",145,55.4,1
"12246"," Up",2019,11975,"Manual",14702,"Petrol",150,50.4,1
"12247"," Up",2018,7990,"Manual",5399,"Petrol",150,64.2,1
"12248"," Up",2013,3999,"Manual",51647,"Petrol",20,62.8,1
"12249"," Up",2019,10355,"Manual",9999,"Petrol",145,54.3,1
"12250"," Up",2019,10355,"Manual",9999,"Petrol",145,54.3,1
"12251"," Up",2019,11320,"Manual",99,"Petrol",145,51.4,1
"12252"," Up",2016,5495,"Manual",11000,"Petrol",20,62.8,1
"12253"," Up",2019,10160,"Manual",99,"Petrol",145,54.3,1
